Name,Summary,Average Runtime,Premiere Date,Genres,Type,Language,Network,Rating,Schedule (days),Total Seasons,Total Episodes
Wolfblood,Being a teenager is hard enough. Being a Wolfblood teenager is ten times more complicated.,27,5/1/2017,"['Drama', 'Action', 'Supernatural']",Scripted,English,CBBC,7.5,['Monday'],5,61
NCIS: New Orleans,"NCIS: New Orleans is a drama about the local field office that investigates criminal cases involving military personnel in The Big Easy, a city known for its music, entertainment and decadence. Leading the team is Special Agent Dwayne Pride, a.k.a. ""King,"" a native of New Orleans who is driven by his need to do what is right. Working with Pride is Special Agent Christopher LaSalle, who plays hard but works harder and former ATF agent Sonja Percy, who is still adjusting to the team after years of solo undercover assignments. Supporting them is coroner Dr. Loretta Wade, who is as eccentric as she is smart; her brilliant, quirky Forensic Scientist, Sebastian Lund; and Investigative Computer Specialist Patton Plame, an animated and talented hacker. New to the team is Special Agent Tammy Gregorio, a tough, acerbic FBI agent with a mysterious past in New Orleans, who is sent from D.C. to investigate the NCIS team, but also work with Pride when high-risk cases threaten the city. This colorful city that harbors a dark side is a magnet for service personnel on leave, and when overindulgence is followed by trouble, Pride's team is at its best",60,5/23/2021,"['Drama', 'Crime']",Scripted,English,CBS,7.5,['Sunday'],7,155
Pan Am,"Passion, jealousy, espionage. They do it all and they do it at 30,000 feet. Mad Men's style meets Grey's Anatomy's entanglements in this thrilling and highly original new drama from producer Nancy Hult Ganis , writer Jack Orman and director Tommy Schlamme.",60,2/19/2012,"['Drama', 'Thriller']",Scripted,English,ABC,7.5,['Sunday'],1,14
King of the Hill,"King of the Hill follows the life of Hank Hill, his wife Peggy, their 13-year-old son Bobby, their 18-year-old niece Luanne, her husband Lucky, their newborn baby girl Gracie and his beer guzzling neighborhood buddies, Dale, Bill and Boomhauer.",30,5/5/2010,['Comedy'],Animation,English,FOX,7.5,['Sunday'],13,259
Once Upon a Time,"Once Upon a Time is Fairy Tale Land. It's filled with magic, monsters and all of the characters we all know from stories growing up. It's real, and so are the people in it. But unlike the ""happily ever after"" you may have heard about, their stories continued, and The Evil Queen cast a Dark Curse over the land...This is Storybrooke. It's a quiet, little New England town filled with people who go about their everyday lives with no idea who they really are. The Queen's Curse has trapped them here and placed her in near-complete control. They have no real memories and no real hope.",60,5/18/2018,"['Drama', 'Fantasy', 'Romance']",Scripted,English,ABC,7.5,['Friday'],7,156
Sleepy Hollow,"Sleepy Hollow is a thrilling mystery-adventure drama series spanning two and a half centuries, in which a resurrected Ichabod Crane pairs up with a present-day police lieutenant to save the enigmatic town of Sleepy Hollow--and the world--from unprecedented evil.",60,3/31/2017,"['Drama', 'Mystery', 'Supernatural']",Scripted,English,FOX,7.5,['Friday'],4,62
The Late Show with David Letterman,"A mix of comedy and talk show, including alot of celebrity guests and musical performances.",60,5/20/2015,['Comedy'],Talk Show,English,CBS,7.5,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",23,4262
The Event,"Sean Walker, stumbles into a national conspiracy after his girlfriend Leila mysteriously disappears from a Caribbean cruise. Elsewhere, President Elias Martinez is scheduled to announce the release of a group of detainees led by Sophia Maguire -- despite the disapproval of his Director of National Intelligence, Blake Sterling. Their futures are on a collision course in a global conspiracy that could ultimately change the fate of mankind.",60,5/23/2011,"['Drama', 'Action', 'Science-Fiction']",Scripted,English,NBC,7.5,['Monday'],1,22
Luck,"A provocative look at the worlds of horseracing and gambling, told through a diverse group of characters surrounding a California racetrack. The series centers on an intuitive tough guy named Chester ""Ace"" Bernstein, who has always been involved with gambling, from bookmaking and money laundering to casino operations. Recently released from prison after three years, he teams with Gus Economou, his longtime chauffeur and muscle, to craft a complex plan involving the Santa Anita Racetrack in California. As they plot out Ace's strategy, the pair recruits Turo Escalante, a successful trainer with a sordid reputation. In the meantime, an old trainer nurtures a possible breakthrough thoroughbred, while a ragtag group of four racetrack groupies band together to try to catch lightning in a bottle – as winners of an elusive Pick Six bet.",60,3/25/2012,"['Drama', 'Crime', 'Sports']",Scripted,English,HBO,7.5,['Sunday'],1,9
Journeyman,"Journeyman is a romantic mystery-drama about Dan Vasser, a San Francisco newspaper reporter and family man who inexplicably begins to travel through time and change the course of people's lives. Along the way, he must also deal with the difficulties and strife at work and home brought on by his sudden disappearances. His freewheeling travels through the decades reunite him with his long-lost fiance Livia--which complicates his blissful, present-day life with his vivacious wife Katie and son.",60,12/19/2007,"['Drama', 'Science-Fiction', 'Mystery']",Scripted,English,NBC,7.5,['Monday'],1,13
Witches of East End,"Based on Melissa de la Cruz's best-selling novel, Witches of East End centers on the mysterious Beauchamp family who live in the secluded seaside town of East End. Free-spirited artist Joanna Beauchamp is the mother of wild-child bartender Freya and shy librarian Ingrid, who are both gifted -- and cursed -- with a magic birthright, of which they are unaware. Freya notices bizarre occurrences in her life when she inexplicably finds herself drawn to the troubled brother of her wealthy fiance. But it isn't until Joanna's estranged sister appears with a warning that could change the family's fate that the matriarch must reveal to her daughters that they are immortal witches with untapped powers, a revelation that turns their small-town life upside down.",60,10/5/2014,"['Drama', 'Fantasy', 'Romance']",Scripted,English,Lifetime,7.5,['Sunday'],2,23
Law & Order: Criminal Intent,"In New York City's war on crime, the worst criminal offenders are pursued by the detectives of the Major Case Squad. These are their stories.",60,6/26/2011,"['Drama', 'Crime', 'Legal']",Scripted,English,USA Network,7.5,['Sunday'],10,195
Don't Trust the B---- in Apartment 23,"After a naive Midwestern girl's big city dreams are dashed during her first week in New York, she finds herself living with her worst nightmare, in a hilarious, contemporary comedy about a female odd couple who are surrounded by an outrageous cast of characters.",30,9/6/2014,['Comedy'],Scripted,English,ABC,7.5,['Tuesday'],2,26
Welcome to Sweden,"American Bruce Evans moves from New York to Stockholm with his Swedish girlfriend Emma to start a new life. But it will not be easy for Bruce with the conversion, it means moving to a new country with a different culture and the question is whether their love will survive.",30,6/3/2015,['Comedy'],Scripted,Swedish,TV4,7.5,['Wednesday'],2,20
Unforgettable,"Unforgettable follows Carrie Wells, an enigmatic former police detective with a rare condition that makes her memory so flawless that every place, every conversation, every moment of joy and every heartbreak is forever embedded in her mind. It's not just that she doesn't forget anything - she can't; except for one thing: the details that would help solve her sister's long-ago murder. Carrie has tried to put her past behind her, but she's unexpectedly reunited with her ex-boyfriend and partner, NYPD Detective Al Burns when she consults on a homicide case.",60,1/22/2016,"['Drama', 'Crime']",Scripted,English,A&E,7.5,['Friday'],4,61
Mock the Week,"Comedy show combining the best elements of panel show, stand-up and improvised games with two teams of comedians taking a satirical swipe at the news and world events.",30,11/4/2022,['Comedy'],Panel Show,English,BBC Two,7.5,['Friday'],21,198
The Fairly OddParents,"Timmy Turner is your average 10-year-old kid with a not-so-average secret. You see, his life used to be miserable. He couldn't catch a break - not from bullies at school, not from his insane teacher Mr. Crocker, and DEFINITELY not from Vicky, his evil babysitter. But he's got just what he needs to make it all better: Cosmo and Wanda, fairy godparents who can grant his every wish! Sure, those wishes can backfire, and turn into seemingly irreversible disasters, but that's not stopping Timmy from having amazing adventures along the way!",15,2/22/2017,"['Comedy', 'Children']",Animation,English,Nicktoons,7.5,['Wednesday'],10,269
